"","x"
"7979","F12_B003117"
"7980","F15_B003113"
"7981","F15_B003115"
"7982","F16_B003115"
"7983","F18_B003113"
"7984","F18_B003115"
"7985","F20_B003115"
"7986","F21_B003113"
"7987","F7_B003117"
"7988","F9_B003117"
"7989","G12_B003117"
"7990","G14_B003115"
"7991","G15_B003113"
"7992","G16_B003113"
"7993","G16_B003115"
"7994","G17_B003115"
"7995","G18_B003117"
"7996","G19_B003113"
"7997","G19_B003115"
"7998","G1_B003117"
"7999","G2_B003117"
"8000","G6_B003117"
"8001","H11_B003117"
"8002","H12_B003113"
"8003","H12_B003117"
"8004","H13_B003115"
"8005","H14_B003113"
"8006","H14_B003115"
"8007","H14_B003117"
"8008","H15_B003117"
"8009","H17_B003115"
"8010","H17_B003117"
"8011","H18_B003117"
"8012","H19_B003113"
"8013","H19_B003115"
"8014","H19_B003117"
"8015","H1_B003115"
"8016","H20_B003115"
"8017","H20_B003117"
"8018","H2_B003117"
"8019","H5_B003117"
"8020","H6_B003117"
"8021","H9_B003117"
"8022","I13_B003115"
"8023","I14_B003115"
"8024","I16_B003113"
"8025","I16_B003115"
"8026","I17_B003113"
"8027","I17_B003115"
"8028","I18_B000577"
"8029","I19_B003115"
"8030","I1_B003117"
"8031","I20_B003113"
"8032","I21_B000276"
"8033","I21_B003113"
"8034","I21_B003115"
"8035","I22_B000276"
"8036","I22_B003115"
"8037","I4_B003113"
"8038","I5_B003117"
"8039","I6_B003117"
"8040","I7_B003117"
"8041","I8_B003117"
"8042","J10_B003115"
"8043","J12_B003115"
"8044","J16_B003115"
"8045","J18_B003115"
"8046","J2_B003117"
"8047","J4_B003117"
"8048","J8_B003117"
"8049","K12_B003115"
"8050","K13_B003113"
"8051","K13_B003115"
"8052","K14_B003115"
"8053","K15_B003113"
"8054","K15_B003115"
"8055","K17_B003115"
"8056","K19_B003113"
"8057","K4_B003117"
"8058","K6_B003117"
"8059","K7_B000894"
"8060","K7_B003117"
"8061","L10_B003117"
"8062","L11_B000894"
"8063","L12_B003115"
"8064","L14_B003113"
"8065","L15_B003113"
"8066","L16_B003113"
"8067","L16_B003115"
"8068","L17_B003115"
"8069","L20_B003115"
"8070","L2_B003117"
"8071","M11_B003117"
"8072","M12_B003117"
"8073","M13_B003117"
"8074","M14_B003115"
"8075","M16_B003115"
"8076","M17_B003113"
"8077","M18_B003115"
"8078","M2_B003117"
"8079","N11_B003117"
"8080","N12_B003115"
"8081","N13_B003115"
"8082","N13_B003117"
"8083","N14_B003113"
"8084","N15_B003115"
"8085","N16_B003115"
"8086","N17_B003115"
"8087","N18_B003115"
"8088","N1_B003117"
"8089","N20_B003115"
"8090","N7_B003117"
"8091","O15_B003115"
"8092","O16_B003115"
"8093","O18_B003115"
"8094","O19_B003115"
"8095","O1_B003115"
"8096","P10_B001625"
"8097","P11_B003115"
"8098","P13_B003115"
"8099","P16_B003115"
"8100","P17_B003115"
"8101","P22_B000276"
"8102","A3_B002097"
"8103","A5_B002097"
"8104","B1_B002097"
"8105","B2_B002097"
"8106","B4_B002097"
"8107","C1_B002097"
"8108","C1_B003588"
"8109","C2_B003588"
"8110","C3_B002097"
"8111","C4_B002097"
"8112","C6_B002078"
"8113","C9_B003125"
"8114","D2_B000420"
"8115","D2_B002097"
"8116","D3_B002097"
"8117","D4_B002097"
"8118","D5_B003588"
"8119","E1_B002097"
"8120","E2_B002097"
"8121","E3_B002097"
"8122","E4_B002097"
"8123","F1_B002097"
"8124","F2_B002097"
"8125","F2_B003588"
"8126","F5_B003125"
"8127","F8_B000420"
"8128","G1_B002097"
"8129","G2_B002097"
"8130","G3_B002097"
"8131","G4_B002097"
"8132","I1_B002097"
"8133","I4_B003125"
"8134","J1_B002097"
"8135","J2_B002097"
"8136","J2_B003125"
"8137","K3_B002097"
"8138","K4_B002097"
"8139","L20_B000420"
"8140","L2_B002097"
"8141","L4_B002097"
"8142","M1_B003125"
"8143","M2_B002097"
"8144","M8_B000420"
"8145","N1_B003125"
"8146","N8_B002097"
"8147","O1_B000420"
"8148","O1_B002097"
"8149","O2_B002097"
"8150","O3_B002097"
"8151","P21_B003125"
"8152","P3_B002097"
"8153","P5_B000420"
"8154","P5_B002097"
"8155","B21_B003126"
"8156","C20_B003126"
"8157","D20_B003126"
"8158","F21_B003126"
"8159","F3_B003658"
"8160","I20_B003126"
"8161","K20_B003126"
"8162","K21_B003126"
"8163","N21_B003126"
"8164","C2_B003577"
"8165","D16_B003577"
"8166","F18_B003656"
"8167","G3_B002090"
"8168","I3_B002090"
"8169","I4_B002090"
"8170","K3_B002090"
"8171","P2_B002090"
"8172","A7_B003920"
"8173","C1_B003894"
"8174","C1_B003920"
"8175","C8_B003920"
"8176","G4_B003920"
"8177","G7_B003920"
"8178","G9_B003894"
"8179","H10_B003894"
"8180","H11_B003894"
"8181","H3_B003920"
"8182","H8_B003894"
"8183","J8_B003894"
"8184","L4_B003894"
"8185","L6_B003920"
"8186","L9_B003920"
"8187","O11_B003894"
"8188","A4_B003777"
"8189","B20_B003187"
"8190","B2_B003522"
"8191","C13_B003522"
"8192","C20_B003187"
"8193","C21_B003132"
"8194","C6_B003777"
"8195","D10_B003112"
"8196","D11_B003777"
"8197","D18_B003777"
"8198","D20_B003187"
"8199","D21_B003187"
"8200","E21_B003187"
"8201","E2_B003522"
"8202","H12_B001474"
"8203","H8_B003529"
"8204","I12_B003129"
"8205","I20_B003129"
"8206","I21_B003129"
"8207","J20_B003187"
"8208","J21_B003129"
"8209","J21_B003187"
"8210","K20_B003132"
"8211","L20_B003132"
"8212","M20_B003132"
"8213","N21_B003187"
"8214","O18_B003129"
"8215","O20_B003187"
"8216","P16_B003523"
"8217","P20_B003129"
"8218","P20_B003187"
"8219","P21_B003129"
"8220","P21_B003132"
"8221","P22_B001474"
"8222","A11_B003775"
"8223","A22_B002573"
"8224","B12_B001475"
"8225","B20_B002573"
"8226","B21_B003093"
"8227","B22_B001543"
"8228","B22_B002573"
"8229","C3_B002573"
"8230","D22_B001543"
"8231","E19_B001543"
"8232","E21_B002573"
"8233","E22_B001543"
"8234","F18_B001475"
"8235","F20_B002573"
"8236","F21_B001543"
"8237","F22_B001543"
"8238","F4_B001475"
"8239","G20_B002573"
"8240","G22_B001543"
"8241","H19_B002573"
"8242","H20_B002573"
"8243","H22_B001543"
"8244","H22_B003093"
"8245","H5_B001475"
"8246","J12_B001464"
"8247","J20_B002573"
"8248","K13_B001475"
"8249","L10_B003775"
"8250","M5_B001475"
"8251","O19_B002573"
"8252","P22_B001543"
"8253","C21_B003648"
"8254","I21_B003659"
"8255","G12_1001000292"
"8256","I2_B002097"
"8257","H9_B000274"
"8258","I11_B003588"
"8259","P14_B003588"
"8260","O13_B002572"
"8261","P19_B003528"
"8262","E15_B001556"
"8263","O15_B001556"
"8264","C5_B001800"
"8265","L3_B001800"
"8266","N1_B003785"
"8267","N2_B003785"
"8268","N5_B003785"
"8269","O1_B001798"
"8270","A19_B003048"
"8271","A22_1001000410"
"8272","A5_B003048"
"8273","B3_B001608"
"8274","C13_B003046"
"8275","C14_1001000410"
"8276","C9_B001608"
"8277","D20_B003046"
"8278","D21_B003048"
"8279","D5_B001795"
"8280","E12_B001608"
"8281","E16_B003046"
"8282","E16_B003048"
"8283","E18_B001608"
"8284","E18_B003046"
"8285","E21_B003046"
"8286","F18_B001617"
"8287","F19_B003048"
"8288","F22_B003048"
"8289","H3_B001795"
"8290","H4_B003048"
"8291","I9_B001608"
"8292","J13_1001000410"
"8293","J17_B003046"
"8294","J22_B001617"
"8295","J3_B001795"
"8296","K15_1001000410"
"8297","K17_B001617"
"8298","K21_1001000378"
"8299","K22_B003048"
"8300","K6_1001000410"
"8301","L17_B003048"
"8302","L4_B001795"
"8303","L8_B003048"
"8304","M16_B001608"
"8305","M18_1001000410"
"8306","M22_1001000410"
"8307","M3_B001617"
"8308","N15_1001000410"
"8309","N16_B001617"
"8310","N18_1001000410"
"8311","N2_B001795"
"8312","O14_1001000410"
"8313","O15_1001000410"
"8314","P13_B003046"
"8315","A5_B001800"
"8316","D1_B001797"
"8317","F3_B001798"
"8318","G1_1001000413"
"8319","G3_B001797"
"8320","G4_B001797"
"8321","G5_B001797"
"8322","I2_B001797"
"8323","J5_B001798"
"8324","M2_B001800"
"8325","D2_B000280"
"8326","E2_B000280"
"8327","G2_B000280"
"8328","H2_B000280"
"8329","J12_B000861"
"8330","J2_B000280"
"8331","L10_B000901"
"8332","M10_B000274"
"8333","N1_B000280"
"8334","P21_B000274"
"8335","A20_B000887"
"8336","A2_B000430"
"8337","B19_B000261"
"8338","B20_B000887"
"8339","B22_B000887"
"8340","C1_B000429"
"8341","C20_B000883"
"8342","D17_B000862"
"8343","D21_B000862"
"8344","E22_B000887"
"8345","F22_B000887"
"8346","G1_B000429"
"8347","G21_B000887"
"8348","H21_B000883"
"8349","H21_B000887"
"8350","I17_B000860"
"8351","K21_B000887"
"8352","N1_B003066"
"8353","N2_B000430"
"8354","O1_B000430"
"8355","O2_B000430"
"8356","A12_B003115"
"8357","A12_B003117"
"8358","A13_B003115"
"8359","A13_B003117"
"8360","A14_B003115"
"8361","A14_B003117"
"8362","A15_B003117"
"8363","A17_B003117"
"8364","A18_B003115"
"8365","A20_B003115"
"8366","A22_B003115"
"8367","A5_B003117"
"8368","B11_B003117"
"8369","B13_B003117"
"8370","B14_B003115"
"8371","B15_B003115"
"8372","B16_B003115"
"8373","B17_B003115"
"8374","B18_B003115"
"8375","B3_B003117"
"8376","B7_B003117"
"8377","B8_B003117"
"8378","B9_B003117"
"8379","C11_B003115"
"8380","C13_B003115"
"8381","C13_B003117"
"8382","C15_B003117"
"8383","C17_B003115"
"8384","C1_B003117"
"8385","C21_B003115"
"8386","C3_B003117"
"8387","C6_B003117"
"8388","D13_B003115"
"8389","D13_B003117"
"8390","D14_B003113"
"8391","D14_B003115"
"8392","D16_B003113"
"8393","D18_B003115"
"8394","D1_B003117"
"8395","D2_B003117"
"8396","D6_B003117"
"8397","D8_B003117"
"8398","E10_B003117"
"8399","E12_B003113"
"8400","E14_B003113"
"8401","E15_B003115"
"8402","E16_B003113"
"8403","E16_B003115"
"8404","E17_B003115"
"8405","E20_B003113"
"8406","E21_B003115"
"8407","E9_B003117"
"8408","F11_B003117"
"8409","F13_B003113"
"8410","F13_B003115"
"8411","F14_B003113"
"8412","F17_B003113"
"8413","F17_B003115"
"8414","F19_B003113"
"8415","F19_B003115"
"8416","F1_B003117"
"8417","F22_B003113"
"8418","F3_B003117"
"8419","F6_B003117"
"8420","F8_B003117"
"8421","G10_B003117"
"8422","G11_B003117"
"8423","G12_B003113"
"8424","G13_B003115"
"8425","G14_B003117"
"8426","G15_B003115"
"8427","G15_B003117"
"8428","G17_B003113"
"8429","G17_B003117"
"8430","G18_B003113"
"8431","G20_B003113"
"8432","G20_B003115"
"8433","G20_B003117"
"8434","G21_B003117"
"8435","G22_B003117"
"8436","G5_B003117"
"8437","G7_B003117"
"8438","G9_B003117"
"8439","H12_B003115"
"8440","H13_B003113"
"8441","H13_B003117"
"8442","H16_B003115"
"8443","H18_B003113"
"8444","H1_B003117"
"8445","H21_B003113"
"8446","H21_B003117"
"8447","H22_B003117"
"8448","H4_B003117"
"8449","H8_B003117"
"8450","I10_B003117"
"8451","I12_B003115"
"8452","I13_B003113"
"8453","I14_B003113"
"8454","I15_B003115"
"8455","I19_B003113"
"8456","I20_B003115"
"8457","I2_B003117"
"8458","I3_B003117"
"8459","I9_B003117"
"8460","J10_B003117"
"8461","J12_B003113"
"8462","J14_B003113"
"8463","J16_B003113"
"8464","J19_B003113"
"8465","J19_B003115"
"8466","J1_B003117"
"8467","J20_B003115"
"8468","J5_B003117"
"8469","J7_B003117"
"8470","J9_B003117"
"8471","K11_B003117"
"8472","K12_B003113"
"8473","K14_B003113"
"8474","K16_B003113"
"8475","K16_B003115"
"8476","K1_B003117"
"8477","K20_B003113"
"8478","K20_B003115"
"8479","K2_B003117"
"8480","K3_B003117"
"8481","K5_B003117"
"8482","K8_B003117"
"8483","L13_B003115"
"8484","L15_B003115"
"8485","L18_B003115"
"8486","L19_B003115"
"8487","L1_B003117"
"8488","L21_B003115"
"8489","L5_B003117"
"8490","L6_B003117"
"8491","M12_B003113"
"8492","M12_B003115"
"8493","M13_B003115"
"8494","M14_B003113"
"8495","M17_B003115"
"8496","M19_B003113"
"8497","M19_B003115"
"8498","M20_B003115"
"8499","M3_B003117"
"8500","M5_B003117"
"8501","M6_B003117"
"8502","M7_B003117"
"8503","M9_B003117"
"8504","N10_B003117"
"8505","N12_B003117"
"8506","N19_B003113"
"8507","N19_B003115"
"8508","N21_B003115"
"8509","N2_B003117"
"8510","N3_B003117"
"8511","N4_B003117"
"8512","N5_B003117"
"8513","N6_B003117"
"8514","N9_B003117"
"8515","O12_B003115"
"8516","O17_B003115"
"8517","O20_B003115"
"8518","P12_B003115"
"8519","P15_B003115"
"8520","P20_B003115"
"8521","A1_B000420"
"8522","B5_B003588"
"8523","C7_B003588"
"8524","D10_B002078"
"8525","D6_B003588"
"8526","E3_B003527"
"8527","F3_B003527"
"8528","F8_B003588"
"8529","F9_B002097"
"8530","G3_B002073"
"8531","G4_B003588"
"8532","G7_B003588"
"8533","K7_B003588"
"8534","L5_B003588"
"8535","L8_B002097"
"8536","M4_B003527"
"8537","M6_B003588"
"8538","M7_B003588"
"8539","N5_B003588"
"8540","O12_B000420"
"8541","O3_B000420"
"8542","O4_B003588"
"8543","B17_B003643"
"8544","B8_B003643"
"8545","C19_B003119"
"8546","C20_B003119"
"8547","D10_B003643"
"8548","F4_B003643"
"8549","G18_B003643"
"8550","G7_B003643"
"8551","H20_B003643"
"8552","J8_B003643"
"8553","O3_B003643"
"8554","C6_B003577"
"8555","F17_B003577"
"8556","A7_B003776"
"8557","A9_B003776"
"8558","D10_B003776"
"8559","D2_B003776"
"8560","E6_B003776"
"8561","F5_B003776"
"8562","G2_B003776"
"8563","H3_B003776"
"8564","H5_B003776"
"8565","H7_B003776"
"8566","I2_B003776"
"8567","J2_B003776"
"8568","J5_B003776"
"8569","J8_B003776"
"8570","K1_B003776"
"8571","K2_B003776"
"8572","M10_B003776"
"8573","M1_B003776"
"8574","M2_B003776"
"8575","N3_B003776"
"8576","N5_B003776"
"8577","N9_B003776"
"8578","O2_B003776"
"8579","P1_B003776"
"8580","P5_B003776"
"8581","L10_B002090"
"8582","L12_B002090"
"8583","L13_B002090"
"8584","L14_B002090"
"8585","L15_B002090"
"8586","L16_B002090"
"8587","L17_B002090"
"8588","L18_B002090"
"8589","L19_B002090"
"8590","L20_B002090"
"8591","L21_B002090"
"8592","L22_B002090"
"8593","L5_B002090"
"8594","L7_B002090"
"8595","L8_B002090"
"8596","L9_B002090"
"8597","A10_B003920"
"8598","A11_B003920"
"8599","A5_B003920"
"8600","C5_B002074"
"8601","C6_B003894"
"8602","C9_B003920"
"8603","D4_B003920"
"8604","D6_B003920"
"8605","E10_B003894"
"8606","E11_B003894"
"8607","E2_B003920"
"8608","E3_B003920"
"8609","F4_B003920"
"8610","G1_B003894"
"8611","G2_B003920"
"8612","G3_B003920"
"8613","H10_B003920"
"8614","H5_B003894"
"8615","H5_B003920"
"8616","I10_B003894"
"8617","I1_B003920"
"8618","I3_B003894"
"8619","I4_B003894"
"8620","I4_B003920"
"8621","J2_B003920"
"8622","J3_B003894"
"8623","J6_B003894"
"8624","J9_B003920"
"8625","L11_B003920"
"8626","N11_B003894"
"8627","N11_B003920"
"8628","N7_B003894"
"8629","N7_B003920"
"8630","P6_B003920"
"8631","A10_B003777"
"8632","A11_B003777"
"8633","A1_B003777"
"8634","A20_B001474"
"8635","A21_B003642"
"8636","A22_B001474"
"8637","A22_B003642"
"8638","A2_B003777"
"8639","A3_B003522"
"8640","A5_B003777"
"8641","A6_B003522"
"8642","A7_B003529"
"8643","A7_B003777"
"8644","A9_B003777"
"8645","B10_B003777"
"8646","B13_B001474"
"8647","B13_B003642"
"8648","B2_B003518"
"8649","B2_B003777"
"8650","B6_B003777"
"8651","C10_B003191"
"8652","C11_B003777"
"8653","C19_B001474"
"8654","C20_B003132"
"8655","C22_B003777"
"8656","C3_B003777"
"8657","C8_B003777"
"8658","C9_B003777"
"8659","D18_B001474"
"8660","D18_B003642"
"8661","D2_B003529"
"8662","D5_B003642"
"8663","E10_B003777"
"8664","E11_B003777"
"8665","E12_B001470"
"8666","E15_B003642"
"8667","E20_B003642"
"8668","E3_B003777"
"8669","E5_B003777"
"8670","E6_B003522"
"8671","E7_B003522"
"8672","E7_B003529"
"8673","E7_B003777"
"8674","E8_B003777"
"8675","F11_B003777"
"8676","F5_B003777"
"8677","G10_B003777"
"8678","G14_B001470"
"8679","G14_B001474"
"8680","G19_B001474"
"8681","G4_B003529"
"8682","G9_B003129"
"8683","H11_B003777"
"8684","H14_B001474"
"8685","H20_B003191"
"8686","H2_B003777"
"8687","H4_B003522"
"8688","H4_B003777"
"8689","H6_B003522"
"8690","H7_B003777"
"8691","H9_B003777"
"8692","I10_B003642"
"8693","I11_B003187"
"8694","I15_B003187"
"8695","I16_B001470"
"8696","I18_B003642"
"8697","I4_B003518"
"8698","I6_B003642"
"8699","I6_B003777"
"8700","J15_B001474"
"8701","J19_B003642"
"8702","J1_B003777"
"8703","J3_B003529"
"8704","J5_B003777"
"8705","J6_B003777"
"8706","J7_B003522"
"8707","J7_B003777"
"8708","J8_B003522"
"8709","J8_B003529"
"8710","J9_B003777"
"8711","K11_B003187"
"8712","K14_B001470"
"8713","K21_B003642"
"8714","K2_B003777"
"8715","K3_B003777"
"8716","K4_B003777"
"8717","K6_B003522"
"8718","K6_B003777"
"8719","K8_B003777"
"8720","L1_B003777"
"8721","L2_B003777"
"8722","L3_B003642"
"8723","L6_B003777"
"8724","L7_B003522"
"8725","L7_B003777"
"8726","M10_B003642"
"8727","M11_B003777"
"8728","M21_B001470"
"8729","M21_B003777"
"8730","N10_B003777"
"8731","N13_B001474"
"8732","N1_B003777"
"8733","N20_B003642"
"8734","N7_B003522"
"8735","O11_B003642"
"8736","O18_B001474"
"8737","O1_B003777"
"8738","O6_B003529"
"8739","O9_B003132"
"8740","P1_B003777"
"8741","P5_B003642"
"8742","P7_B003529"
"8743","A12_B001475"
"8744","A14_B001556"
"8745","A6_B003775"
"8746","B12_B001556"
"8747","B13_B001556"
"8748","B1_B003775"
"8749","B2_B003775"
"8750","B4_B002571"
"8751","B8_B003775"
"8752","C10_B003775"
"8753","C17_B001556"
"8754","C8_B003775"
"8755","D12_B001556"
"8756","D17_B001475"
"8757","D19_B001556"
"8758","D22_B001556"
"8759","E12_B001475"
"8760","E13_B001543"
"8761","E15_B001545"
"8762","E16_B001556"
"8763","E17_B001543"
"8764","E17_B001545"
"8765","E20_B001556"
"8766","E2_B003775"
"8767","F14_B001556"
"8768","F18_B003775"
"8769","F19_B001556"
"8770","F22_B001475"
"8771","F4_B003775"
"8772","F6_B003775"
"8773","F7_B003775"
"8774","H11_B003775"
"8775","H15_B001556"
"8776","H15_B003775"
"8777","H16_B001556"
"8778","H18_B001475"
"8779","H19_B001556"
"8780","H4_B003775"
"8781","H5_B003775"
"8782","H7_B003775"
"8783","H8_B003775"
"8784","I12_B001545"
"8785","I12_B001556"
"8786","I13_B001556"
"8787","I15_B001556"
"8788","I20_B001475"
"8789","J10_B003775"
"8790","J13_B001543"
"8791","J13_B001545"
"8792","J13_B001556"
"8793","J15_B001475"
"8794","J16_B001556"
"8795","J18_B001556"
"8796","J19_B001475"
"8797","J19_B001556"
"8798","J20_B001475"
"8799","J4_B003775"
"8800","J8_B003775"
"8801","K11_B003775"
"8802","K13_B001556"
"8803","K15_B001543"
"8804","K16_B001475"
"8805","K17_B001556"
"8806","K18_B001475"
"8807","K2_B003775"
"8808","K3_B003775"
"8809","K7_B001556"
"8810","L12_B001475"
"8811","L19_B001556"
"8812","L22_B001545"
"8813","L2_B003775"
"8814","L6_B003775"
"8815","M17_B001556"
"8816","M19_B001475"
"8817","M19_B001543"
"8818","N16_B001556"
"8819","N18_B001556"
"8820","N20_B001475"
"8821","N21_B001556"
"8822","N6_B003775"
"8823","N7_B003775"
"8824","O12_B001556"
"8825","O13_B001556"
"8826","O15_B001475"
"8827","O16_B001475"
"8828","O18_B003775"
"8829","O19_B001556"
"8830","O20_B001556"
"8831","O21_B001556"
"8832","O3_B003775"
"8833","O5_B003775"
"8834","P12_B001556"
"8835","P19_B001556"
"8836","P1_B003775"
"8837","B21_B001558"
"8838","G12_B003528"
"8839","I1_B003528"
"8840","K21_B002572"
"8841","E18_B001475"
"8842","B14_1001000339"
"8843","E17_1001000339"
"8844","E22_1001000339"
"8845","E8_1001000340"
"8846","F3_1001000340"
"8847","J15_1001000340"
"8848","M18_1001000340"
"8849","N19_1001000339"
"8850","N4_1001000340"
"8851","N12_1001000378"
"8852","C16_1001000377"
"8853","A2_B003646"
"8854","A5_B003646"
"8855","A6_B003646"
"8856","A7_B003646"
"8857","A7_B003654"
"8858","B10_B003067"
"8859","B10_B003646"
"8860","B14_B000262"
"8861","B18_B000262"
"8862","B19_B000262"
"8863","B20_B000262"
"8864","B21_B000262"
"8865","B2_B003646"
"8866","B3_B000262"
"8867","B4_B000262"
"8868","B8_B003646"
"8869","C11_B000861"
"8870","C11_B003646"
"8871","C12_B003654"
"8872","C2_B003067"
"8873","C2_B003654"
"8874","C3_B003646"
"8875","C3_B003654"
"8876","C6_B003654"
"8877","C7_B003654"
"8878","C9_B003654"
"8879","D20_B000901"
"8880","D3_B003654"
"8881","D4_B000901"
"8882","D6_B003654"
"8883","D7_B003646"
"8884","D7_B003654"
"8885","E5_B003646"
"8886","E7_B003646"
"8887","E8_B003654"
"8888","F8_B003646"
"8889","F8_B003654"
"8890","G14_B003654"
"8891","G3_B003646"
"8892","G4_B003654"
"8893","G5_B003646"
"8894","H11_B003646"
"8895","H2_B003646"
"8896","I3_B003646"
"8897","I8_B003646"
"8898","J10_B003646"
"8899","J2_B003646"
"8900","J3_B003646"
"8901","J5_B000274"
"8902","J9_B003646"
"8903","K15_B003646"
"8904","M5_B003646"
"8905","N12_B000901"
"8906","O4_B003646"
"8907","P4_B003646"
"8908","B12_B000883"
"8909","D9_B003659"
"8910","E20_B000887"
"8911","F20_B000275"
"8912","H20_B000883"
"8913","H2_B003070"
"8914","N21_B000887"
"8915","P14_B003070"
"8916","A10_B000894"
"8917","A10_B003117"
"8918","A11_B003121"
"8919","A16_B003115"
"8920","A19_B003115"
"8921","A2_B003117"
"8922","A6_B000894"
"8923","A8_B003117"
"8924","B10_B003117"
"8925","B12_B003117"
"8926","B14_B003117"
"8927","B5_B003115"
"8928","B7_B003115"
"8929","C4_B003117"
"8930","C5_B003115"
"8931","C9_B003117"
"8932","D11_B003115"
"8933","D12_B003115"
"8934","D12_B003117"
"8935","D13_B003113"
"8936","D15_B003113"
"8937","D3_B003117"
"8938","D6_B003115"
"8939","D9_B003115"
"8940","E10_B003115"
"8941","E11_B003115"
"8942","E13_B003113"
"8943","E15_B003113"
"8944","E1_B003121"
"8945","E6_B003115"
"8946","E6_B003117"
"8947","E8_B003115"
"8948","F14_B003115"
"8949","F16_B003113"
"8950","F20_B003113"
"8951","F2_B003115"
"8952","F4_B003117"
"8953","G11_B003115"
"8954","G12_B003115"
"8955","G13_B003113"
"8956","G13_B003117"
"8957","G16_B003117"
"8958","G19_B003117"
"8959","G1_B003115"
"8960","G4_B003117"
"8961","H15_B003113"
"8962","H17_B003113"
"8963","H18_B003115"
"8964","H2_B003121"
"8965","H7_B003117"
"8966","I10_B003113"
"8967","I10_B003115"
"8968","I12_B003117"
"8969","I13_B003117"
"8970","I2_B003113"
"8971","I3_B003113"
"8972","I3_B003115"
"8973","I5_B003115"
"8974","I8_B003115"
"8975","J11_B003117"
"8976","J13_B003115"
"8977","J15_B003113"
"8978","J15_B003115"
"8979","J21_B003115"
"8980","J2_B003113"
"8981","J2_B003115"
"8982","J3_B003117"
"8983","J4_B003113"
"8984","J4_B003115"
"8985","J6_B003115"
"8986","J8_B000894"
"8987","K10_B003117"
"8988","K6_B003115"
"8989","K7_B003115"
"8990","L10_B003115"
"8991","L11_B003115"
"8992","L4_B003115"
"8993","L4_B003117"
"8994","M15_B003115"
"8995","M1_B003115"
"8996","M4_B003115"
"8997","M9_B003115"
"8998","N2_B003115"
"8999","N4_B003115"
"9000","N6_B003115"
"9001","N8_B003117"
"9002","N9_B003115"
"9003","O8_B000894"
"9004","P6_B003115"
"9005","P9_B003115"
"9006","A11_B003588"
"9007","A19_B002073"
"9008","B10_B002073"
"9009","B22_B002073"
"9010","B4_B003588"
"9011","B6_B003527"
"9012","B9_B002078"
"9013","C11_B002078"
"9014","C22_B002073"
"9015","C5_B003588"
"9016","D13_B003588"
"9017","D15_B003588"
"9018","D4_B003527"
"9019","E11_B000420"
"9020","E9_B003588"
"9021","F11_B000420"
"9022","G13_B003588"
"9023","G20_B002073"
"9024","H10_B002073"
"9025","H12_B003125"
"9026","H14_B003588"
"9027","H20_B002073"
"9028","I11_B002078"
"9029","I12_B000420"
"9030","I13_B002097"
"9031","I18_B002097"
"9032","I19_B003588"
"9033","I21_B003588"
"9034","I6_B002078"
"9035","J10_B003588"
"9036","J14_B003588"
"9037","J16_B002078"
"9038","J18_B003588"
"9039","J19_B003588"
"9040","K10_B003588"
"9041","K15_B003588"
"9042","L12_B002078"
"9043","L16_B002097"
"9044","L7_B003588"
"9045","M17_B003588"
"9046","M5_B000420"
"9047","N20_B002097"
"9048","O16_B003588"
"9049","O17_B003588"
"9050","P11_B003588"
"9051","P22_B003588"
"9052","C14_B003126"
"9053","D19_B003643"
"9054","D2_B003643"
"9055","I19_B003126"
"9056","J12_B003126"
"9057","J9_B003126"
"9058","L22_B003658"
"9059","L2_B003643"
"9060","N12_B003126"
"9061","N1_B003643"
"9062","A8_B003577"
"9063","B11_B003577"
"9064","B2_B003577"
"9065","B7_B003577"
"9066","E9_B003577"
"9067","F11_B003577"
"9068","F16_B003577"
"9069","H4_B003577"
"9070","I1_B003577"
"9071","I9_B003577"
"9072","J8_B003577"
"9073","K7_B003577"
"9074","O10_B003577"
"9075","P11_B003577"
"9076","A13_B003776"
"9077","C22_B003776"
"9078","I12_B003776"
"9079","I7_B003776"
"9080","L12_B003776"
"9081","A10_B003894"
"9082","A2_B003894"
"9083","B2_B002074"
"9084","B3_B003894"
"9085","C11_B003920"
"9086","C17_B002074"
"9087","C17_B003894"
"9088","C2_B002074"
"9089","C7_B003920"
"9090","D13_B003894"
"9091","D1_B003920"
"9092","D9_B003894"
"9093","D9_B003920"
"9094","E1_B003920"
"9095","E22_B003920"
"9096","E9_B003920"
"9097","F1_B003894"
"9098","F21_B003894"
"9099","F2_B003920"
"9100","F4_B003894"
"9101","F7_B003894"
"9102","G11_B003920"
"9103","G16_B002074"
"9104","G20_B003894"
"9105","H6_B003920"
"9106","I10_B003920"
"9107","I13_B003920"
"9108","I17_B003894"
"9109","I2_B003894"
"9110","J14_B002074"
"9111","J5_B003920"
"9112","J6_B003920"
"9113","K10_B003920"
"9114","K2_B003894"
"9115","K9_B003894"
"9116","L14_B002074"
"9117","L17_B003894"
"9118","L1_B003920"
"9119","L5_B003894"
"9120","L7_B003894"
"9121","L8_B003920"
"9122","L9_B003894"
"9123","M14_B003894"
"9124","M19_B002074"
"9125","M20_B003920"
"9126","M6_B003920"
"9127","M7_B002074"
"9128","M9_B003894"
"9129","M9_B003920"
"9130","N13_B003920"
"9131","N20_B003894"
"9132","N5_B003894"
"9133","O18_B002074"
"9134","O1_B003894"
"9135","O2_B003894"
"9136","O3_B003920"
"9137","O4_B003920"
"9138","P10_B003894"
"9139","P15_B002074"
"9140","P17_B003894"
"9141","P18_B003920"
"9142","P22_B003920"
